Location_ID,City,State,Area,Latitude,Longitude,Road_Type,Transport_Mode,Passenger_Count,Passenger_Demand,Vehicle_Count,Road_Occupancy_Percent,Traffic_Status,Traffic_Speed_kmh,Weather_Condition,Parking_Availability_Percent,Emission_Level_g_km,Average_Travel_Time_Min,Date
GEO-0487,Jaipur,Rajasthan,North,26.931016,75.818464,Expressway,Metro,484,652,94,84.12,Moderate,41,Hazy,7.34,78.18,14,2026-02-12 12:00:00
GEO-0488,Bengaluru,Karnataka,West,12.910422,77.666137,Highway,Taxi,505,737,80,32.13,Moderate,34,Cloudy,5.28,36.51,40,2026-06-29 07:00:00
GEO-0489,Kochi,Kerala,East,9.932818,76.266246,Main Road,Auto,828,692,312,42.15,Severe,17,Cloudy,46.15,43.08,7,2026-04-25 23:00:00
GEO-0490,Bengaluru,Karnataka,South,12.939185,77.590519,Main Road,Train,320,451,490,69.42,High,23,Hazy,20.32,232.46,24,2026-02-22 13:00:00
GEO-0491,Surat,Gujarat,South,21.095223,72.857583,Ring Road,Metro,638,547,184,93.63,Moderate,46,Cloudy,29.57,224.32,19,2026-04-30 04:00:00
GEO-0492,Nagpur,Maharashtra,North,21.134966,79.171748,Highway,Bus,691,931,429,95.06,Moderate,43,Clear,38.29,41.78,38,2026-07-19 10:00:00
GEO-0493,Surat,Gujarat,West,21.187326,72.8052,Highway,E-Rickshaw,40,58,23,73.54,High,31,Cloudy,11.21,248.51,29,2026-07-24 01:00:00
GEO-0494,Lucknow,Uttar Pradesh,South,26.90148,80.87047,Main Road,Bus,201,163,199,24.23,Moderate,54,Cloudy,6.5,73.85,39,2026-04-05 11:00:00
GEO-0495,Hyderabad,Telangana,West,17.359133,78.531952,Highway,E-Rickshaw,782,1053,315,84.67,Moderate,44,Hazy,82.77,175.67,26,2026-04-02 20:00:00
GEO-0496,Coimbatore,Tamil Nadu,West,11.046342,76.933616,City Road,Train,604,496,46,26.08,High,19,Clear,88.88,117.76,36,2026-03-08 04:00:00
GEO-0497,Indore,Madhya Pradesh,East,22.680203,75.842619,Ring Road,Metro,826,726,97,90.46,Moderate,43,Clear,42.53,103.91,11,2026-05-25 18:00:00
GEO-0498,Ahmedabad,Gujarat,Central,23.056383,72.570476,Expressway,Bus,911,982,386,80.13,Severe,18,Rain,68.81,127.82,5,2026-04-24 06:00:00
GEO-0499,Ahmedabad,Gujarat,East,23.030066,72.56465,Highway,Taxi,390,322,447,19.43,Moderate,32,Rain,35.59,51.31,32,2026-01-12 20:00:00
GEO-0500,Nagpur,Maharashtra,North,21.114634,79.097129,Expressway,Metro,373,326,117,71.79,Low,45,Rain,49.14,200.18,15,2026-07-14 02:00:00
